SBD,Toan,Van,Ly,Hoa,Sinh,KHTN,Su,Dia,GDCD,KHXH,Anh
52002283,7.2,6.25,4.75,4.75,5.75,,,,,,8.2
52002284,8.2,6,8,7.25,6.5,,,,,,9.8
52002285,8.4,7.25,7.5,6.75,5.5,,,,,,7.8
52002286,7,6.5,5.75,4.25,3.25,,,,,,4.6
52002287,4.8,6.75,,,,,4.25,5.75,8.25,,3.8
52002288,7.4,7.5,4.75,5.75,5.5,,,,,,5.4
52002289,5.4,5.25,4,2.5,4.25,,,,,,3.8
52002290,9,7,8.25,7.5,6.5,,,,,,10
52002291,3.2,4.25,,,,,4.25,5.75,5.25,,3.8
52002292,8.4,6.75,8,7,5.75,,,,,,9.4
52002293,5.6,6.25,5.25,3.5,4.25,,,,,,8
52002294,6,7.5,3.5,5.75,2.5,,,,,,5.4
52002295,7.2,7.25,6.25,4.75,4.75,,,,,,9
52002296,6.2,6.75,,,,,5.75,8,9.75,,7.8
52002297,8,9,,,,,8.25,9.25,9.75,,9.8
52002298,7.6,8.25,,,,,5,7,9.25,,9.4
52002299,8,9,,,,,8.25,9.75,9.75,,9.8
52002300,8.4,6,5.75,9.25,9.5,,,,,,9
52002301,6.8,5,3.25,2.75,3.75,,,,,,5
52002302,6,7.5,,,,,5.5,7.5,6.5,,5.6
52002303,7.4,7.5,5.5,6.25,4.25,,,,,,4.6
52002304,6.2,7,5.25,5.75,4.5,,,,,,8.8
52002305,8.6,8,,,,,7.25,8.5,9.25,,9.2
52002306,7,6,5,5.75,3.5,,,,,,5.2
52002307,9,6.75,7,6.25,6.25,,,,,,8.8
52002308,6.8,7.75,,,,,6,7.25,10,,7.2
52002309,5.4,6.75,,,,,2.75,5.75,7.25,,5.4
52002310,8.6,8,,,,,8.75,9.5,9.75,,
52002311,6.8,7.5,,,,,7.5,8.75,9.25,,8.8
52002312,6.4,4.5,6.5,5.75,4.75,,,,,,8.2
52002313,5.4,7.5,,,,,2.5,5.75,4.5,,3.8
52002314,7.4,6.75,5.75,5.25,7,,,,,,6
52002315,6.6,8,,,,,4.25,7.5,9.25,,8.2
52002316,8.6,7.75,5.75,8.5,8.75,,,,,,6
52002317,6.2,7.25,5.25,4,3.75,,,,,,6.6
52002318,7.2,7.5,,,,,5.75,8.25,9.5,,7
52002319,5.6,7.5,5,3.5,4.5,,,,,,7
52002320,7.6,8,,,,,5,8.5,9.75,,7.6
52002321,8,8.5,,,,,8.25,8.25,9.25,,8.8
52002322,7.2,6.5,,,,,5,6.75,9,,6.6
52002323,8,7.5,,,,,6.75,8.5,10,,9
52002324,5.6,6.75,5.25,5,2.75,,,,,,5.6
52002325,6.8,7,5,6.75,4.5,,,,,,5.6
52002326,7.6,7.75,,,,,6.25,7.75,9.25,,5.8
52002327,7.6,7,,,,,3,6.5,6.25,,7.6
52002328,8.2,7.5,7.75,8,4.5,,,,,,8.4
52002329,8.2,9,,,,,7,9,9.75,,9.6
52002330,8.4,8.5,,,,,8.75,9,9.5,,9.6
52002331,8.4,8,8.75,8,7.25,,,,,,8.2
52002332,8.2,8,,,,,6.75,7.25,9,,9.8
52002333,7.4,7.5,,,,,5,8,9.75,,7.4
52002334,6.2,7.75,,,,,4,7,8,,5.6
52002335,7.6,8,,,,,4.5,7.75,9.25,,7.8
52002336,7.4,8.25,,,,,6,6.5,9.5,,8.4
52002337,7.6,7.5,,,,,4,6,8.25,,5.8
52002338,7.4,7.5,7.25,7.5,4.75,,,,,,8.4
52002339,6.8,6.75,5.5,6.5,4.5,,,,,,8
52002340,6.8,7.5,,,,,6.25,8,10,,9
52002341,8.8,8.25,,,,,7.75,8.5,10,,9
52002342,8,6.75,,,,,7,8.5,10,,9
52002343,7.6,7.25,,,,,6.25,8.5,10,,7.6
52002344,6,7,3.5,4.25,4.75,,,,,,8
52002345,8.8,7,8.75,7,4.5,,,,,,7.6
52002346,7.2,7.25,,,,,5.5,7.25,9.25,,5.6
52002347,8.4,7.5,8.25,8,6.75,,,,,,
52002348,7.4,7.5,,,,,7,7.75,8.25,,9
52002349,7.2,7.75,5.25,6.5,5.5,,,,,,7.6
52002350,8.8,6.5,7.25,4.25,7.75,,,,,,
52002351,8.4,7.5,,,,,6.75,6.5,7.75,,9.4
52002352,9,6.75,5.75,8,9,,,,,,6
52002353,8.4,6.25,7.5,7.25,7.25,,,,,,8.4
52002354,7.8,6.75,8,5.5,6.75,,,,,,10
52002355,7,7.25,5.5,5.25,5.5,,,,,,8.4
52002356,6.6,7.5,5.5,6.75,5.5,,,,,,8
52002357,8.2,7.75,,,,,6.75,8.75,10,,8.6
52002358,4.8,5.25,,,,,4,5.25,5.75,,2
52002359,6.4,6.75,4,4.25,5,,,,,,3.4
52002360,7.6,6,5.25,6.75,5.75,,,,,,7
52002361,7.2,7.5,8,7,7.5,,,,,,8.2
52002362,7.4,7.75,,,,,5.75,7.75,9.75,,6.4
52002363,7,8.25,,,,,3.25,7.5,9,,4.4
52002364,7.6,7.5,7.5,8,7.25,,,,,,8.6
52002365,8,7.5,7,6.5,6,,,,,,9.8
52002366,7.8,8,6.25,8.25,5.25,,,,,,5.4
52002367,6.6,7.25,4.75,5.75,3.75,,,,,,5.6
52002368,4,7.25,,,,,2,5.25,6.75,,5.4
52002369,7.4,7.75,,,,,6,7.25,9.25,,7.2
52002370,8.2,8.25,,,,,7,7.75,9,,9.8
52002371,7,5.5,5.5,4,3.5,,,,,,5.8
52002372,5.6,6.5,,,,,5,6.75,8,,4.6
52002373,7.8,7.25,,,,,8,8.75,10,,9.8
52002374,7.4,6,,,,,5.5,8,8,,8.2
52002375,8.2,7,7.75,6.25,5.5,,,,,,9.4
52002376,8.4,7.75,8.25,7.75,6.75,,,,,,7.6
52002377,7.4,4.25,6,6.5,6,,,,,,4.4
52002378,7,4.5,6,6.75,4.5,,,,,,6.2
52002379,6,6,,,,,5.5,6,8.75,,7.2
52002380,8.2,7.5,6.5,8.5,5.5,,,,,,10
52002381,8.2,6.25,7.75,7.5,4.75,,,,,,8.4
52002382,7,6.75,6.25,8.5,4.25,,,,,,6.8
52002383,7.8,6.25,8,7.75,6.25,,,,,,5
52002384,8.6,7.5,6.25,5.75,7.5,,,,,,9.4
52002385,7,7.5,,,,,3.25,6.25,8.5,,7.8
52002386,9,7.25,8.25,7.5,5.5,,,,,,8.8
52002387,4,6.5,,,,,6.75,7,7,,3.8
52002388,9,6.25,9.25,5,4.5,,,,,,9.6
52002389,7.2,6.5,,,,,6.25,7.75,8.25,,6
52002390,8.4,6.75,6.5,8,5.75,,,,,,8.8
52002391,7.6,7.25,,,,,4.75,7,9,,7.8
52002392,8.8,8.25,,,,,8.5,8.5,9.5,,9.6
52002393,7.4,6.5,4,4.75,4.5,,,,,,8.2
52002394,8.2,6,7.25,6.5,7,,,,,,4.2
52002395,8.4,7.75,,,,,5.5,8.75,9.75,,9.2
52002396,8.2,7.5,6.25,5,5,,,,,,7
52002397,5.2,6.5,4,3,4.75,,,,,,4
52002398,8,8.25,,,,,9.5,9.5,9.75,,9.8
52002399,8.4,7.5,7,8.5,7.5,,,,,,8.8
52002400,8.6,6.5,7.25,8.25,6,,,,,,
52002401,7.4,6.5,6.75,5.5,5,,,,,,7.8
52002402,8,6.5,5.25,5.75,4.75,,,,,,5
52002403,8.2,4.75,7.25,5.25,4.5,,,,,,8.8
52002404,7,6.25,,,,,5.5,6.25,8,,3
52002405,6.8,6.75,4.5,3.25,3.5,,,,,,8
52002406,8,5.75,8.25,6.5,6,,,,,,10
52002407,5.6,7.5,7.25,6.25,6.25,,,,,,8.2
52002408,8.6,6.25,6,5.5,4.5,,,,,,9.4
52002409,8.8,7.25,4.5,9,9.75,,,,,,
52002410,7,7,6,6,5.25,,,,,,5
52002411,5.4,5.75,4,4.5,4.25,,,,,,6.6
52002412,7.2,8.5,,,,,8.25,8.5,9.5,,9.2
52002413,7.6,7.25,,,,,6,6.75,8,,8
52002414,9,7.25,8.5,8.25,7.25,,,,,,7.8
52002415,7.6,7,6.25,6.25,4.25,,,,,,9
52002416,9,8.5,,,,,4,7.5,10,,9
52002417,7.8,7,6.25,6,5,,,,,,5.6
52002418,8,7.5,6.25,7.25,4,,,,,,4.4
52002419,6.6,6.25,4.25,5.5,4,,,,,,4.4
52002420,7.2,8.25,,,,,5.25,7,9.25,,9
52002421,6,8,,,,,6,7.25,8.75,,6.8
52002422,8.4,8.5,7.25,9.25,6.75,,,,,,9.8
52002423,6.8,7.5,6.25,4,5.25,,,,,,5.2
52002424,7.8,7.5,6.25,5.75,6.75,,,,,,9.6
52002425,8.8,5.5,5,8,8.5,,,,,,
52002426,8,5.75,4.5,7.75,5.25,,,,,,7.4
52002427,8.2,9,,,,,2.75,6.25,9.25,,9.8
52002428,9,8.5,8.25,8,6.75,,,,,,
52002429,6.6,6.75,4.75,5.25,4.75,,,,,,6.2
52002430,3.2,5.5,,,,,2.5,6,5.5,,3.6
52002431,8.8,6.25,7.75,6.25,6.25,,,,,,9.4
52002432,8.6,7.25,7.75,8,4.75,,,,,,
52002433,7.8,7.75,,,,,7.5,8.25,10,,9.2
52002434,7,7.25,,,,,3.75,6.25,6.75,,3.8
52002435,7.2,6.5,7.5,2.5,5,,,,,,6
52002436,7,8.5,,,,,4.75,7.25,7.75,,8.2
52002437,8.4,7.25,7.5,8.25,10,,,,,,
52002438,6.8,7.5,,,,,3,7.5,9.25,,6.6
52002439,7.6,8,,,,,4.75,7.5,9.25,,6
52002440,7.4,8,,,,,5.25,8.25,9.5,,6.8
52002441,7,8,,,,,4.25,6.75,8.25,,5.4
52002442,7.4,7.25,6.5,6.75,5.5,,,,,,8.4
52002443,7.2,6.25,7.5,5.5,4.5,,,,,,9
52002444,7.6,7.25,6.5,5.75,6.25,,,,,,9.2
52002445,8,7.5,,,,,5.75,7,9.25,,9.8
52002446,7.2,7.5,6,7.5,6.5,,,,,,8
52002447,8,7,7.5,5.5,6,,,,,,9.4
52002448,5,7,,,,,5,5.75,7.25,,7.4
52002449,5.2,8,,,,,6,7,7.25,,4.2
52002450,8.2,7.75,6.5,7.5,7.25,,,,,,5.8
52002451,8.6,7,8.5,7,8,,,,,,9.4
52002452,7.8,6.75,,,,,6.25,9,8.5,,9.6
52002453,7,7.5,,,,,6.25,8,8.75,,6.8
52002454,7.6,6,6.5,7,6.75,,,,,,8.8
52002455,7.4,6.5,6.25,7.25,6.25,,,,,,7.6
52002456,7,7.5,,,,,4.25,6.25,8,,6.6
52002457,6.8,6.5,6.75,6.75,5.75,,,,,,7.8
52002458,6.6,7,,,,,6.75,7,8.5,,6.4
52002459,8.8,7,8.5,8,6,,,,,,9.2
52002460,6.4,8,7.25,5.75,5.5,,,,,,7.2
52002461,8.4,7.75,7,9,9,,,,,,9.2
52002462,7.4,6.5,6.5,6,4.5,,,,,,8.4
52002463,6.8,4.5,,,,,4.5,7.5,8,,6.8
52002464,7.6,7,7.25,4.25,5.25,,,,,,8.8
52002465,7.4,7,6.5,8,6.5,,,,,,7.2
52002466,8.2,5.75,7,4.5,5.25,,,,,,9.8
52002467,6.4,7,,,,,5.5,8,8.75,,9.8
52002468,8,6.75,8.25,7.5,6.25,,,,,,8.8
52002469,4.8,7.25,,,,,6.5,7.5,7.75,,5.6
52002470,7.8,6.75,5,5,4.75,,,,,,5
52002471,9.4,7,8,8,6,,,,,,9
52002472,6.4,7,,,,,7.75,7.25,8.25,,9
52002473,7.4,5.75,,,,,2,5.5,4.75,,3.2
52002474,8.8,8.25,8.25,5.75,6.25,,,,,,9.6
52002475,8,7,8,5.25,4.75,,,,,,9.4
52002476,7.2,5.5,5.75,6.25,4.75,,,,,,9.8
52002477,8.4,6.25,7.25,7.25,6.5,,,,,,7.6
52002478,7.6,7,6.75,4.5,4.75,,,,,,9
52002479,6.2,5,6.75,2.75,5.25,,,,,,9.4
52002480,6.6,6.75,3.5,4.75,3.25,,,,,,4
52002481,9.2,7,8.25,8,5.5,,,,,,9.4
52002482,9,7.25,6.5,8.75,9,,,,,,
52002483,7.8,6.75,6.5,4.5,3.5,,,,,,8.4
52002484,5.8,5.75,,,,,2,5.75,7.25,,5.8
52002485,8.2,8,7.25,7.25,5,,,,,,7.6
52002486,7.6,6.75,6.25,6,6.5,,,,,,8.6
52002487,7.2,7.5,,,,,6,6.5,7.75,,7.6
52002488,7.6,7,5,4.75,6,,,,,,9
52002489,7.2,7,,,,,4.75,7,9,,9.6
52002490,8.2,7.75,5.5,6.25,7.25,,,,,,9.2
52002491,6.6,6.75,4.5,3.5,5,,,,,,5.8
52002492,7,7.25,,,,,4,7.5,7.5,,4.8
52002493,7.8,8.25,5.5,7.5,7.5,,,,,,9
52002494,8.6,7.75,,,,,6.5,7.75,9.5,,9.6
52002495,5.4,6.25,,,,,4,7.25,7.25,,4.4
52002496,8,7.25,7.25,8.5,6,,,,,,7.8
52002497,6.8,7.5,5.25,4.25,5,,,,,,8.2
52002498,6.4,7.25,,,,,4.5,7.5,8.25,,7.4
52002499,4.6,5.75,,,,,3.25,6,5,,5
52002500,8.2,8.25,,,,,6,8.25,9,,9.6
52002501,7.6,6.25,5.5,3.5,4.25,,,,,,8.2
52002502,8,7,,,,,7.25,9,9.75,,9.2
52002503,8.2,8,5.75,6,5.25,,,,,,9.2
52002504,8.8,7.5,,,,,6.75,7.5,9.5,,9.4
52002505,7.2,6.58,6,7.25,4.25,,,,,,6.6
52002506,6.4,7.5,6,3.75,4.25,,,,,,7.2
52002507,8.2,6.5,7.5,8,6,,,,,,8.8
52002508,8,7.5,,,,,5.25,7,8.5,,7.6
52002509,7.6,7,,,,,6.5,8.5,9.75,,8.8
52002510,7.6,8.25,,,,,5.25,6.75,8.75,,9.8
52002511,7.6,6.75,8.5,5.25,4.75,,,,,,9.2
52002512,7.2,6.5,,,,,6.25,7.5,9.75,,9.4
52002513,6.8,6.5,,,,,5.5,5,6.5,,4.4
52002514,7.8,7.25,,,,,5.5,8,8.5,,8.4
52002515,7.8,8.25,6.25,7.75,5.25,,,,,,6.8
52002516,6.4,7,,,,,4.5,7.75,8.75,,5.8
52002518,6.4,6.25,3.5,4,2.75,,,,,,3.8
52002519,8.4,8,,,,,7.75,8.25,8.5,,9.6
52002520,4.6,7,,,,,2.75,6,7,,4.8
52002521,7,8.5,,,,,4.5,7.25,8.75,,7.4
52002522,7,7,,,,,3,5.5,7.25,,5.2
52002523,7,7,5,6,3,,,,,,4
52002524,8.6,7,7.5,6.25,6.75,,,,,,9.8
52002525,9,8.25,8.75,8,7.5,,,,,,
52002526,7.4,7,4.75,5.75,3.5,,,,,,6.6
52002527,7.6,7.5,,,,,7.25,7.75,10,,9.2
52002528,7.6,7.25,,,,,2,6.25,8.75,,4.2
52002529,7.2,7.75,,,,,4.5,7.75,9,,8
52002530,7.2,7.58,,,,,7,8.25,9.5,,7.8
52002531,7.8,7,5,7.5,3.5,,,,,,6.2
52002532,7.6,7.58,,,,,6,6.75,8.5,,8.2
52002533,7.8,7,5.5,4.5,3.25,,,,,,7.8
52002534,7,8,6,7,4.5,,,,,,6.6
52002535,8,7,5.5,7.5,7.25,,,,,,7
52002536,5.2,5.5,,,,,3.5,4.5,4.75,,2.4
52002537,6.2,5.25,,,,,2,5.25,6.75,,4.6
52002538,7.6,7.25,,,,,4.25,6.5,7.75,,8.2
52002539,6.2,4.5,,,,,6.5,6.25,7,,4.8
52002540,9.2,7.75,9,6.75,6.5,,,,,,
52002541,7.8,8.75,,,,,7.25,8.75,9.5,,9.4
52002542,7.8,8.25,,,,,6,7.75,8.75,,8
52002543,7.8,8.75,,,,,8.5,8.75,9.75,,8.6
52002544,6.4,5,,,,,3.5,6,5,,5.4
52002545,2,3.25,,,,,3,6.25,8,,4
52002546,7,7.5,,,,,6.25,8.25,8.25,,10
52002547,5.6,7.25,,,,,2.75,6.75,8.5,,5
52002548,7,9,,,,,8.25,8.5,9.25,,9.2
52002549,8.6,8.75,,,,,8,9.25,8.75,,9.4
52002550,5.6,6,,,,,2.75,5.5,5.75,,4.4
52002551,6.8,8,,,,,5.25,7,8,,4.8
52002552,7.6,5.5,4.5,6.75,6.25,,,,,,
52002553,7,7.75,,,,,8.5,7.5,9.25,,8
52002554,5.2,7.1,,,,,5.25,6.75,7.25,,8.2
52002555,7.2,7.75,,,,,9,7.25,9.25,,9.8
52002556,7.4,7.5,,,,,7.25,7.75,10,,8.8
52002557,8.4,7.5,,,,,8.25,8.5,9.5,,9.8
52002558,7.8,6.75,7.5,7,4.5,,,,,,
52002559,7,8,,,,,7.75,8.75,10,,9.2
52002560,6.8,7.25,,,,,6,7.25,8,,7.8
52002561,8.8,7.5,7.75,6.75,5,,,,,,
52002562,6.4,7.5,,,,,5.75,8.25,9.5,,9.4
52002563,7.2,6.75,6,5.25,5,,,,,,7.6
52002564,6.8,7.25,,,,,2.75,7,8.25,,7.6
52002565,7,4.25,4.5,3,2.25,,,,,,4.6
52002566,9.2,7.25,7.25,6.5,4.75,,,,,,9.6
52002567,7.2,5.25,5.5,4.25,5.5,,,,,,8.6
52002568,8.2,8.25,,,,,5.75,7.25,9,,8.8
52002569,5.6,7,5.75,4.5,3.75,,,,,,7
52002570,6.2,6.75,5.75,6.25,4.75,,,,,,7.4
52002571,8.6,8.5,8.5,7.5,6.5,,,,,,9.8
52002572,7.4,7.75,6.5,6.75,6,,,,,,6.6
52002573,8.8,7.5,4.5,9,7.75,,,,,,
52002574,7.8,7,7.75,8,6,,,,,,8.4
52002575,8,6.75,7.25,6.75,6.25,,,,,,9.2
52002576,6.4,6.5,4.75,4.5,5,,,,,,9.2
52002577,5.8,6.25,5,2.25,5.25,,,,,,8.2
52002578,8.2,6.1,7.75,6.75,6,,,,,,8.2
52002579,9.8,7.3,8,8.5,7.75,,,,,,9.4
52002580,9,7.75,7.5,8.5,6.25,,,,,,
52002581,8.6,6.75,7.5,8.75,5.5,,,,,,
52002582,5.8,6.8,,,,,7.5,8.5,9.5,,8.8
52002583,9.8,8,6.25,9.25,10,,,,,,
52002584,8.4,7.5,7.5,7,6,,,,,,8.6
52002585,8.2,6.5,5.5,6,4.25,,,,,,6.8
52002586,8.6,7.25,6.75,8,8,,,,,,
52002587,6.4,6.25,5,4.5,4.5,,,,,,8.8
52002588,7.8,8.5,,,,,7,9.5,9.5,,8.4
52002589,8.8,8.5,,,,,8.25,8.25,8.5,,10
52002590,7.6,7.25,,,,,5.25,6.75,9.5,,6.2
52002591,8.2,7.75,6,6,6,,,,,,6.6
52002592,7.4,7.5,6.5,6.75,5.25,,,,,,
52002593,5.8,5.75,,,,,4.75,7.5,9,,8.4
52002594,7.4,4.5,3.75,4.25,2.75,,,,,,4.6
52002595,5,5.5,,,,,5.5,6.75,7,,6
52002596,7.4,7.25,,,,,5,6.25,7.5,,7.8
52002597,5.2,5.75,,,,,2.75,6,7.75,,2.8
52002598,7.2,6.25,6,6.25,4,,,,,,7.2
52002599,6.8,7,,,,,3.5,5.5,9,,5.8
52002600,8,8.75,,,,,7.25,9,9.5,,9.4
52002601,8.4,8.5,5.25,6.25,3.5,,,,,,8.6
52002602,8.4,8,9,7.25,7.5,,,,,,9.4
52002603,8.2,8,,,,,6,7.25,9.25,,9.2
52002604,7.2,7.5,5.25,6.5,5.5,,,,,,6.2
52002605,6.4,7.75,,,,,5.25,6.75,8.75,,8.8
52002606,8.6,7.25,7.25,7.5,5.75,,,,,,9
52002607,4,4,,,,,3.5,6.25,7.25,,4.6
52002608,7.4,7.75,,,,,7,8,9.75,,9.2
52002609,8.4,7.5,6.25,8.5,6.75,,,,,,9.6
52002610,7.8,8.25,,,,,6.5,7.75,9.5,,8.6
52002611,8,8.25,6,8,3,,,,,,8
52002612,6.6,7,5,6.5,4.5,,,,,,9.6
52002613,7.8,8,,,,,4.5,6.5,9.5,,8.8
52002614,7,8,,,,,5.25,7.5,9.5,,4
52002615,9.2,7.25,8.25,7.75,6.5,,,,,,10
52002616,8.6,8.25,8.25,4,6.75,,,,,,9
52002617,8,8.5,7.5,7.5,6,,,,,,8.8
52002618,7.8,8.5,,,,,8.25,7.75,9.5,,9.2
52002619,8.2,6.25,7.75,7.5,5.75,,,,,,7.4
52002620,7.6,7.5,4.5,5,4.5,,,,,,4
52002621,7.2,8.25,,,,,5.25,7,8.5,,7.6
52002622,7.4,7,7.25,6,6.75,,,,,,8.8
52002623,7.8,7.25,,,,,6.25,6.25,9,,9.2
52002624,8.6,6.75,,,,,7,8.75,10,,9.2
52002625,5,7.75,,,,,3.5,5.5,9.25,,5.2
52002626,8,8.5,,,,,6.25,8.5,9.25,,9.6
52002627,3.8,4.25,,,,,3.25,6.5,8,,4.4
52002628,8.8,6.8,7.75,7.5,4.75,,,,,,6.6
52002629,7.8,7.33,7.75,5.25,6.25,,,,,,10
52002630,6.6,5,5.5,5,5.75,,,,,,10
52002631,7.6,7.5,6.75,7,3.75,,,,,,7
52002632,7.8,6.25,7,6.75,6,,,,,,7
52002633,8.4,8,7.5,6.75,5.75,,,,,,9
52002634,8.4,7,4.5,8.25,4.5,,,,,,9
52002635,7,7.75,,,,,4,6.75,8.75,,8
52002636,7.8,7,5.75,3.5,4,,,,,,7
52002637,8.2,8,6.75,5.75,6,,,,,,9.4
52002638,7.8,7.25,6.25,4.25,5.5,,,,,,9.2
52002639,8.4,8.75,,,,,6,7.5,9,,9.4
52002640,9,8.75,,,,,8.25,8,9.75,,9.2
52002641,5.8,6.5,5.75,3.75,4.5,,,,,,7.2
52002642,5.2,5.25,,,,,3,6.5,8.75,,4.2
52002643,7.4,7.5,,,,,7.5,7,10,,9.4
52002644,7.8,7.25,5,5.25,5,,,,,,8
52002645,6.8,8.5,,,,,5.5,6.75,8.75,,9
52002646,6.6,6.5,,,,,6.5,6.75,7.75,,5.8
52002647,7.2,7.75,,,,,6.25,8,9.5,,8.2
52002648,7.8,8,7.75,7.75,6.75,,,,,,7.4
52002649,8.8,7.5,6.75,9.5,10,,,,,,
52002650,7.6,7.5,,,,,2.75,7.25,7.25,,6.4
52002651,8,8.25,7.75,8,4.5,,,,,,5.8
52002652,8,7.5,6.25,6.25,5.75,,,,,,8
52002653,7.8,7,7,6,5.75,,,,,,8.8
52002654,9,7.25,8.5,9.25,7,,,,,,9.4
52002655,8.8,8.75,,,,,8.25,8,9.5,,9.8
52002656,8.2,8.5,,,,,5.25,8.75,8.5,,8.8
52002657,7.6,7.5,,,,,4.25,6.75,9.5,,7.8
52002658,7.8,8,,,,,7.5,9.5,9.5,,4
52002659,6,7,,,,,3.25,5.25,8,,6.6
52002660,7.6,7.25,6,7.25,6.75,,,,,,
52002661,8.6,6.75,5.5,8,9,,,,,,
52002662,8.6,7,7.25,7.5,7.5,,,,,,9.6
52002663,8.4,8.25,,,,,8,7.75,10,,9.8
52002664,8,8.25,,,,,9,9.25,9.75,,9.8
52002665,7,7.75,6.25,3.25,4.5,,,,,,5.8
52002666,7.8,6.66,4.75,4.75,3.75,,,,,,5
52002667,6.6,6.25,,,,,5,8.5,9.5,,8.6
52002668,8.6,5.75,6.5,5.5,5.25,,,,,,8.6
52002669,5.8,5.75,,,,,5,6,7.75,,6.8
52002670,5.2,6.25,4.75,5,4.5,,,,,,6.6
52002671,6.8,6.5,,,,,2.5,5.75,8,,8.8
52002672,8,7.75,6,7.5,5.75,,,,,,9.4
52002673,7.2,8,,,,,6.25,7,9.25,,9
52002674,7.6,7,,,,,4.5,6.75,9.25,,9
52002675,8.2,8,,,,,8,7.75,8.75,,9
52002676,7.8,7,5.75,5.25,5,,,,,,8.6
52002677,8.6,8,8.25,7.75,7.5,,,,,,9.4
52002678,7.2,6.5,4.25,5.75,5.5,,,,,,7.2
52002679,8,7,6.75,5.5,4.75,,,,,,9.6
52002680,9,7,8,6.5,5.75,,,,,,9.8
52002681,7.8,7,5.75,6.75,5.5,,,,,,4.8
52002682,9.2,6.75,7.5,5.5,6,,,,,,9.2
52002683,7.2,6.5,5.25,5,4.25,,,,,,8.2
52002684,4.8,7,,,,,5.5,7,7,,3.6
52002685,7.4,7,5.5,5.5,4.75,,,,,,6.6
52002686,7.6,8,6.5,6.5,5.75,,,,,,6.6
52002687,7.8,5.75,7.75,6,6.25,,,,,,8.8
52002688,8.2,7,6.75,6.25,7,,,,,,9.4
52002689,7.8,7.25,5.75,8,8,,,,,,5.8
52002690,8.4,4.75,6.25,6.25,6.25,,,,,,9
52002691,7.2,7,5,4.5,3.75,,,,,,4
52002692,8.2,6.25,7.5,7.5,5,,,,,,9.2
52002693,7.8,6.75,6.75,6.5,5.75,,,,,,9.4
52002694,7,6,,,,,6.25,4.75,7,,7.6
52002695,7.6,7.25,7.75,6.25,6.5,,,,,,9
52002696,9.2,6.5,6.25,7.75,10,,,,,,9.2
52002697,7.4,6.25,,,,,8.25,7.75,9.5,,9
52002698,7,6,,,,,3,7,7.75,,3.8
52002699,6.6,6.75,5.5,6.25,5.5,,,,,,5.6
52002700,7.4,8.25,,,,,7.75,7.75,9,,9
52002701,7.6,6.75,6.5,7,7,,,,,,6.4
52002702,7,6.5,5.75,6.5,5,,,,,,8.2
52002703,6.8,7,,,,,3.5,7.75,7.75,,3.8
52002704,5.2,7.5,,,,,5.5,9,9,,9.4
52002705,8.8,8.5,7.5,7.75,6.5,,,,,,9.8
52002706,8.8,7.75,4.75,8.75,8.75,,,,,,
52002707,6.8,7.25,,,,,2.75,6,9,,5.6
52002708,6.4,6.5,,,,,5,8,9.75,,8.4
52002709,8.8,8.25,,,,,6.5,8,9.25,,10
52002710,7.4,7,6.25,7,5.25,,,,,,8.2
52002711,9,6,7.5,7.5,3.5,,,,,,8.2
52002712,7.2,8,,,,,5.5,7.75,8.75,,9.6
52002713,8,7,7.5,6.25,5.5,,,,,,9.4
52002714,7.2,7.5,,,,,4.5,7.5,8,,8.4
52002715,6.8,8,5.25,5,4.5,,,,,,5.2
52002716,9,8.5,6.5,8,8.5,,,,,,8.6
52002717,7,6.75,6.25,6,6,,,,,,8.4
52002718,7.6,7,7.5,7,4.75,,,,,,5.6
52002719,9,8.25,8,7.75,6,,,,,,10
52002720,7,7.5,,,,,5.5,8,7.25,,4.6
52002721,6.6,6.25,,,,,3.5,6,6.75,,4.8
52002722,5,7.75,,,,,4.5,6.5,7.25,,6.6
52002723,7.4,7.5,,,,,4.5,6.75,8.25,,9.4
52002724,6.8,7.25,,,,,8.5,8.75,8.5,,7.6
52002725,8.4,7.5,6.75,4.5,5.75,,,,,,9
52002726,8.4,7.5,6.5,8.5,7.5,,,,,,9.6
52002727,7.2,7.75,8,7.25,4.75,,,,,,6.6
52002728,8.8,6.5,9.25,5.5,6.25,,,,,,9.8
52002729,7,7.5,,,,,6,7.25,9.25,,9.4
52002730,8.2,5,8.5,3.5,3,,,,,,10
52002731,8.2,6.75,8.25,8.75,6.25,,,,,,8.2
52002732,4.2,7.25,,,,,5.75,6.5,7.5,,5
52002733,8.2,7,7.25,7.5,5,,,,,,7.8
52002734,9,8.25,8.25,8.25,6.25,,,,,,
52002735,7.8,6.25,7,7.5,5.5,,,,,,6.8
52002736,6.6,7.5,,,,,4.25,7,9.5,,7.2
52002737,7.8,7,7,5.25,5.25,,,,,,9.8
52002738,9,6.5,6.75,7,5,,,,,,
52002739,6.6,5,5.25,4.5,5.25,,,,,,7.2
52002740,7.2,7.5,,,,,7,7.5,8.5,,9.8
52002741,4.8,7,4.75,4.75,3.75,,,,,,5.6
52002742,8,5.75,8.25,4,4.5,,,,,,8
52002743,6.6,5.5,4.5,3.25,3,,,,,,8.4
52002744,7.8,6.25,6.5,5,6.75,,,,,,9.2
52002745,7.8,6,6,6.25,5,,,,,,8.8
52002746,9,6.75,8.25,7.5,6.75,,,,,,9.2
52002747,7.8,5.5,6.25,6.25,4.25,,,,,,5.6
52002748,8.6,6.25,9.25,6.5,6.25,,,,,,9.2
